locationID,verbatimLocation,locality,country,region,taxonID,taxon,habitat,firstRecordEvent,verbatimFirstRecordEvent,confidenceFirstRecordEvent,occurrenceStatus,establishmentMeans,degreeOfEstablishment,pathway,datasetName,bibliographicCitation,accessRights
"",Hawaiian Islands,Hawaiian Islands,"","",29178,Sterculia foetida,"",-1916-2005,1916 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",North-west Antarctic Peninsula,North-west Antarctic Peninsula,"","",38625,Stereum hirsutum (Willd) Pers,terrestrial,-2007-2008,2007/2008,low confidence,absent,absent,absent,introduced,Leihy et al (2023),Leihy et al (2023),Free
"",Hawaiian Islands,Hawaiian Islands,"","",24797,Streptosolen jamesonii,"",-1932-2005,1932 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",29201,Stromanthe tonckat,"",-1984-2005,1984 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",31451,Strophosoma melanogrammum,"",-1888-2009,1888 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",4205,Strumigenys lanuginosa,"",-1987-1992,1987 (Frank and McCoy (1992)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",4208,Strumigenys rogeri,"",-1982-1992,1982 (Frank and McCoy (1992)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",4209,Strumigenys silvestrii,"",-1967-1992,1967 (Frank and McCoy (1992)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",France (Corsica),France (Corsica),"","",19374,Suncus etruscus (Savi 1822),"",-600-400,-600 - -400,low confidence,Established,Established,Established,Unintentional,Piero Genovesi,Piero Genovesi,Free
"",Italy (Sardinia),Italy (Sardinia),"","",19374,Suncus etruscus (Savi 1822),"",-3500-2700,-3500 - -2700,low confidence,Established,Established,Established,Unintentional,Piero Genovesi,Piero Genovesi,Free
"",United States,United States,"","",18760,Supella longipalpa,"",-1952-1960,before 1952 (Roth and Willis (1960)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Cyprus,Cyprus,"","",19375,Sus scrofa Linnaeus 1758,"",-6000-5000,-6000 - -5000,low confidence,Established,Established,Established,"",Piero Genovesi,Piero Genovesi,Free
"",France (Corsica),France (Corsica),"","",19375,Sus scrofa Linnaeus 1758,"",-5600-5500,-5600 - -5500,low confidence,Established,Established,Established,"",Piero Genovesi,Piero Genovesi,Free
"",Greece (South Aegean Islands),Greece (South Aegean Islands),"","",19375,Sus scrofa Linnaeus 1758,"",-1200-500,-1200 - -500,low confidence,Extinct,Extinct,Extinct,"",Piero Genovesi,Piero Genovesi,Free
"",Spain (Balearic Islands),Spain (Balearic Islands),"","",19375,Sus scrofa Linnaeus 1758,"",-1400-700,-1400 - -700,low confidence,Extinct,Extinct,Extinct,"",Piero Genovesi,Piero Genovesi,Free
"",Hawaiian Islands,Hawaiian Islands,"","",29216,Swietenia mahagoni,"",-1905-2005,1905 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7524,Syagrus romanzoffiana,"",-1958-2005,1958 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",29228,Syncarpia glomulifera,"",-1909-2005,1909 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7531,Syngonium podophyllum,"",-1956-2005,1956 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7532,Syzygium cumini,"",-1890-2005,1890 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7533,Syzygium jambos,"",-1909-2005,1909 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",29246,Tabebuia aurea,"",-1945-2005,1945 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",29247,Tabebuia heterophylla,"",-1927-2005,1927 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",16736,Tabebuia rosea,"",-1927-2005,1927 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",4240,Taeniothrips inconsequens,"",-1904-2009,1904 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",1361,Tagetes erecta,"",-1975-2005,1975 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",16737,Talinum fruticosum,"",-1979-2005,1979 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7537,Talinum paniculatum,"",-1931-2005,1931 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",1363,Tamarix aphylla,"",-1927-2005,1927 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",1371,Tanacetum parthenium,"",-1985-2005,1985 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",1372,Tanacetum vulgare,"",-1959-2005,1959 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",26037,Taraxacum officinale ssp officinale,"",-1909-2005,1909 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",31484,Tarentola annularis,"",-1990-2019,1990 (Florida Fish and Wildlife Conservation Commission (2019)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",4250,Technomyrmex albipes,"",-1990-1992,1990 (Frank and McCoy (1992)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",29279,Tecoma castanifolia,"",-1954-2005,1954 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",29280,Tectaria incisa,"",-1985-2005,1985 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",16738,Tectona grandis,"",-1927-2005,1927 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",31491,Tenodera sinensis,"",-1896-2019,1896 (Nisip et al (2019)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7548,Tephrosia candida,"",-1930-2005,1930 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",14560,Terminalia catappa,"",-1923-2005,1923 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",29308,Terminalia melanocarpa,"",-1938-2005,1938 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",29309,Terminalia myriocarpa,"",-1926-2005,1926 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",8497,Tetragonia tetragonioides,"",-1909-2005,1909 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",11946,Tetraogallus himalayensis,"",-1963-2019,1963 (Audubon (2019d)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",29327,Tetrastigma pubinerve,"",-1986-2005,1986 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",24803,Tetrazygia bicolor,"",-1932-2005,1932 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",4302,Thrips calcaratus,"",-1925-2009,1925 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",4306,Thrips hawaiiensis,"",-1967-1992,1967 (Frank and McCoy (1992)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",29347,Thrips maculicollis,"",-2000-2019,2000 (Matsunaga et al (2019)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",4310,Thrips palmi,"",-1990-1992,1990 (Frank and McCoy (1992)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7571,Thunbergia fragrans,"",-1916-2005,1916 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7572,Thunbergia grandiflora,"",-1939-2005,1939 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7576,Tibouchina urvilleana,"",-1917-2005,1917 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7577,Tillandsia usneoides,"",-1932-2005,1932 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7579,Tithonia diversifolia,"",-1917-2005,1917 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7580,Tithonia rotundifolia,"",-1930-2005,1930 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",4336,Tomicus piniperda,"",-1991-2009,1991 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Portugal (Madeira),Portugal (Madeira),"","",11132,Toxoptera aurantii Boyer de Fonscolombe 1841,"",-1903-1914-1966,"1903, 1914 - 1966",low confidence,Established,Established,Established,"",DAISIE (updated by Helen Roy),DAISIE (updated by Helen Roy),Free
"",Hawaiian Islands,Hawaiian Islands,"","",14608,Trachemys scripta,"",-1980-2009,1980 (Kraus (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7587,Tradescantia fluminensis,"",-1949-2005,1949 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7589,Tradescantia spathacea,"",-1937-2005,1937 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7590,Tradescantia zebrina,"",-1926-2005,1926 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",1401,Tragopogon porrifolius,"",-1938-2005,1938 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",4353,Trechus obtusus,"",-1998-2019,1998 (Matsunaga et al (2019)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",24810,Trema orientalis,"",-1870-1883-2005,1870-83 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",4362,Trichiocampus viminalis,"",-1887-2009,1887 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",24813,Trimezia martinicensis,"",-1943-2005,1943 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",29428,Triphasia trifolia,"",-1926-2005,1926 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",1432,Triticum aestivum,"",-1916-2005,1916 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Norway,Norway,"","",14653,Triticum spelta,"",-1920-1980-1920,1920-1980 - 1920,low confidence,alien,alien,alien,"",GISD,GISD,Free
"",United States,United States,"","",4401,Trypodendron domesticum,"",-1997-2009,1997 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7635,Turnera ulmifolia,"",-1941-2005,1941 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",4416,Typhlocyba lethierryi,"",-1881-2009,1881 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",4420,Typhlocyba quercus,"",-1946-2009,1946 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Sweden,Sweden,"","",1439,Ulex europaeus,"",-1800-1800,-1800 - 1800,low confidence,Established,Established,Established,"",Strand et al (2018),Strand et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7641,Urena lobata,"",-1916-2005,1916 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",1452,Vallisneria americana,"",-1933-2005,1933 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",29489,Vanilla planifolia,"",-1930-2005,1930 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",5445,Venturia saliciperda,"",-1927-2009,1927 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",1459,Verbascum virgatum,"",-1943-2005,1943 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7679,Verbena rigida,"",-1932-2005,1932 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7696,Vigna hosei,"",-1999-2005,1999 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",29499,Vigna speciosa,"",-1985-2005,1985 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",1491,Vinca major,"",-1943-2005,1943 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",1495,Viola odorata,"",-1910-2005,1910 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",29500,Vitex parviflora,"",-1930-2005,1930 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",29501,Vitex trifolia,"",-1923-2005,1923 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Cyprus,Cyprus,"","",19382,Vulpes vulpes (Linnaeus 1758),"",-6000-5000,-6000 - -5000,low confidence,Established,Established,Established,"",Piero Genovesi,Piero Genovesi,Free
"",Greece (South Aegean Islands),Greece (South Aegean Islands),"","",19382,Vulpes vulpes (Linnaeus 1758),"",-1200-500,-1200 - -500,low confidence,Extinct,Extinct,Extinct,"",Piero Genovesi,Piero Genovesi,Free
"",Hawaiian Islands,Hawaiian Islands,"","",7817,Washingtonia robusta,"",-1933-2005,1933 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",4468,Xyleborinus saxeseni,"",-1915-2009,1915 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",4490,Xylosandrus compactus,"",-1941-2009,1941 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",4491,Xylosandrus crassiusculus,"",-1974-2009,1974 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",4492,Xylosandrus germanus,"",-1931-2009,1931 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",29534,Xylosandrus morigerus,"",-2007-2019,2007 (Matsunaga et al (2019)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
